make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,price,key
Mitsubishi,Montero,2018,Diesel,Automatic,"50,000",2.5,SUV,990000,Mitsubishi Montero
Hyundai,Elantra,2019,Gasoline,Automatic,"30,000",1.4,Sedan,550000,Hyundai Elantra
Chevrolet,Trailblazer,2014,Diesel,Automatic,"60,000",2.8,SUV,645000,Chevrolet Trailblazer
Toyota,Alphard,2018,Gasoline,Automatic,"124,213",3.5,Minivan,2500000,Toyota Alphard
Isuzu,mu-X,2019,Diesel,Automatic,"40,000",1.9,SUV,930000,Isuzu mu-X
Honda,Civic,2016,Gasoline,Automatic,"30,000",1.8,Sedan,740000,Honda Civic
Toyota,Raize,2022,Gasoline,Automatic,"20,000",1.0,SUV,940000,Toyota Raize
Toyota,FJ,2016,Gasoline,Automatic,"70,000",4.0,SUV,1690000,Toyota FJ
Ford,Territory,2022,Gasoline,Automatic,"40,000",1.5,Crossover,970000,Ford Territory
Ford,Everest,2016,Diesel,Automatic,"60,000",3.2,SUV,990000,Ford Everest
Mitsubishi,Montero,2019,Diesel,Automatic,"40,000",2.4,SUV,1160000,Mitsubishi Montero
Honda,City,2016,Gasoline,Automatic,"60,000",1.5,Sedan,535000,Honda City
Suzuki,Ertiga,2019,Gasoline,Automatic,"40,000",1.5,MPV,615000,Suzuki Ertiga
Honda,BR-V,2019,Gasoline,CVT,"40,000",1.5,Crossover,675000,Honda BR-V
Toyota,Wigo,2019,Gasoline,Automatic,"20,000",1.0,Hatchback,440000,Toyota Wigo
Hyundai,Reina,2020,Gasoline,Automatic,"30,000",1.4,Sedan,450000,Hyundai Reina
Suzuki,Vitara,2019,Gasoline,Automatic,"20,000",1.6,Crossover,690000,Suzuki Vitara
Honda,BR-V,2018,Gasoline,Automatic,"30,000",1.5,SUV,680000,Honda BR-V
Subaru,Forester,2019,Gasoline,Automatic,"49,000",2.0,Crossover,978000,Subaru Forester
Toyota,Innova,2013,Diesel,Manual,"126,000",2.5,MPV,558000,Toyota Innova
Isuzu,mu-X,2016,Diesel,Automatic,"84,000",3.0,SUV,858000,Isuzu mu-X
Suzuki,Ertiga,2017,Gasoline,Manual,"38,000",1.4,MPV,498000,Suzuki Ertiga
Kia,Picanto,2016,Gasoline,Manual,"73,000",1.0,Hatchback,298000,Kia Picanto
Nissan,Navara,2017,Diesel,Automatic,"47,000",2.5,Pickup,878000,Nissan Navara
Ford,Ranger,2017,Diesel,Automatic,"60,000",2.2,Pickup,770000,Ford Ranger
Kia,Sportage,2012,Gasoline,Automatic,"70,000",2.0,SUV,410000,Kia Sportage
Honda,City,2020,Gasoline,Automatic,"40,000",1.5,Sedan,595000,Honda City
Toyota,Rush,2019,Gasoline,Automatic,"50,000",1.5,MPV,780000,Toyota Rush
Ford,EcoSport,2019,Gasoline,Automatic,"4,000",1.5,Crossover,590000,Ford EcoSport
Toyota,Rush,2019,Gasoline,Automatic,"40,000",1.5,MPV,680000,Toyota Rush
Toyota,Fortuner,2013,Gasoline,Automatic,"70,000",2.7,SUV,660000,Toyota Fortuner
Nissan,NV350,2023,Diesel,Manual,"31,000",2.5,Van,1238000,Nissan NV350
Toyota,Avanza,2019,Gasoline,Manual,"20,000",1.3,MPV,620000,Toyota Avanza
Subaru,WRX,2018,Gasoline,Automatic,"9,000",2.0,Sedan,1190000,Subaru WRX
Mitsubishi,Mirage,2014,Gasoline,Manual,"70,000",1.2,Hatchback,300000,Mitsubishi Mirage
Toyota,Alphard,2018,Gasoline,Automatic,"20,000",3.5,Van,3330000,Toyota Alphard
Honda,Mobilio,2016,Gasoline,Automatic,"50,000",1.5,MPV,620000,Honda Mobilio
Mitsubishi,Xpander,2019,Gasoline,Automatic,"70,000",1.5,MPV,690000,Mitsubishi Xpander
Ford,Mustang,2015,Gasoline,Automatic,"18,000",5.0,Coupe,2150000,Ford Mustang
BMW,X1,2018,Diesel,Automatic,"20,000",2.5,Crossover,1790000,BMW X1
Toyota,Innova,2022,Diesel,Automatic,"7,000",2.8,SUV,1230000,Toyota Innova
Mercedes-Benz,E-Class,2018,Diesel,Automatic,"40,000",2.0,Sedan,2790000,Mercedes-Benz E-Class
Toyota,Innova,2022,Diesel,Automatic,"10,000",2.8,SUV,1198000,Toyota Innova
Toyota,Hilux,2021,Diesel,Manual,"79,000",2.4,Pickup,898000,Toyota Hilux
Ford,Everest,2018,Diesel,Automatic,"40,000",3.2,SUV,1190000,Ford Everest
Mitsubishi,Montero,2020,Diesel,Automatic,"40,000",2.4,SUV,1380000,Mitsubishi Montero
Toyota,Camry,2019,Gasoline,Automatic,"30,000",2.5,Sedan,1490000,Toyota Camry
Nissan,Almera,2019,Gasoline,Automatic,"20,000",1.5,Sedan,420000,Nissan Almera
Hyundai,Grand,2020,Diesel,Automatic,"60,000",2.5,Van,1860000,Hyundai Grand
Isuzu,Sportivo,2015,Diesel,Manual,"70,000",2.5,AUV,510000,Isuzu Sportivo
Toyota,Fortuner,2013,Diesel,Automatic,"70,000",2.5,SUV,710000,Toyota Fortuner
Subaru,Forester,2014,Gasoline,Automatic,"70,000",2.0,Crossover,580000,Subaru Forester
Mitsubishi,Montero,2014,Diesel,Automatic,"70,000",2.5,SUV,680000,Mitsubishi Montero
Mitsubishi,Montero,2019,Diesel,Automatic,"40,000",2.4,SUV,1130000,Mitsubishi Montero
Toyota,Avanza,2016,Gasoline,Automatic,"101,000",1.5,MPV,538000,Toyota Avanza
Hyundai,Tucson,2018,Gasoline,Automatic,"75,000",2.0,Crossover,698000,Hyundai Tucson
Geely,Coolray,2023,Gasoline,Automatic,"2,000",1.5,Crossover,768000,Geely Coolray
Ford,Territory,2021,Gasoline,Automatic,"29,000",1.5,SUV,888000,Ford Territory
Mitsubishi,Strada,2021,Diesel,Automatic,"30,000",2.4,Pickup,1250000,Mitsubishi Strada
Toyota,Vios,2019,Gasoline,Manual,"8,745",1.3,Sedan,410000,Toyota Vios
Kia,Grand,2018,Diesel,Automatic,"60,000",2.2,Van,1180000,Kia Grand
Ford,Explorer,2016,Gasoline,Automatic,"40,000",3.5,SUV,1190000,Ford Explorer
Ford,Explorer,2016,Gasoline,Automatic,"60,000",3.5,SUV,1190000,Ford Explorer
Honda,CR-V,2017,Gasoline,Automatic,"60,000",2.0,Crossover,740000,Honda CR-V
Mitsubishi,Mirage,2016,Gasoline,Automatic,"60,000",1.2,Hatchback,325000,Mitsubishi Mirage
Hyundai,Elantra,2014,Gasoline,Automatic,"60,000",1.6,Sedan,370000,Hyundai Elantra
Subaru,Forester,2018,Gasoline,CVT,"40,000",2.0,Crossover,720000,Subaru Forester
Toyota,Vios,2016,Gasoline,Manual,"58,000",1.3,Sedan,388000,Toyota Vios
Kia,Soluto,2019,Gasoline,Automatic,"56,177",1.4,Sedan,428000,Kia Soluto
Geely,Okavango,2021,Gasoline,Automatic,"15,000",1.5,Crossover,888000,Geely Okavango
Nissan,Terra,2019,Diesel,Automatic,"71,000",2.5,SUV,1098000,Nissan Terra
Honda,Jazz,2018,Gasoline,Automatic,"40,000",1.5,Hatchback,650000,Honda Jazz
Mitsubishi,Mirage,2022,Gasoline,Automatic,"20,000",1.2,Sedan,560000,Mitsubishi Mirage
Mazda,2,2016,Gasoline,Automatic,"40,000",1.5,Sedan,420000,Mazda 2
Hyundai,Venue,2022,Gasoline,Automatic,"20,000",1.6,SUV,790000,Hyundai Venue
Honda,Civic,2016,Gasoline,Automatic,"30,000",1.8,Sedan,775000,Honda Civic
Chevrolet,Colorado,2019,Diesel,Automatic,"40,000",2.8,Pickup,790000,Chevrolet Colorado
Mitsubishi,Xpander,2019,Gasoline,Automatic,"30,000",1.5,MPV,760000,Mitsubishi Xpander
Mitsubishi,Xpander,2019,Gasoline,Automatic,"50,000",1.5,MPV,770000,Mitsubishi Xpander
Honda,HR-V,2017,Gasoline,Automatic,"35,000",1.8,SUV,650000,Honda HR-V
Mazda,CX-3,2018,Gasoline,Automatic,"53,000",2.0,Crossover,650000,Mazda CX-3
Toyota,Rush,2019,Gasoline,Automatic,"90,000",1.5,MPV,740000,Toyota Rush
Mitsubishi,Xpander,2019,Gasoline,Manual,"30,000",1.5,MPV,675000,Mitsubishi Xpander
Toyota,Rush,2018,Gasoline,Automatic,"40,000",1.5,MPV,710000,Toyota Rush
Toyota,Hiace,2019,Diesel,Manual,"20,000",2.8,Van,1740000,Toyota Hiace
Toyota,Fortuner,2015,Gasoline,Automatic,"50,000",2.7,SUV,810000,Toyota Fortuner
Mazda,3,2020,Gasoline,Automatic,"20,000",1.5,Hatchback,990000,Mazda 3
Mazda,CX-5,2015,Gasoline,Automatic,"60,000",2.0,Crossover,680000,Mazda CX-5
Honda,Civic,2022,Gasoline,CVT,"13,000",1.5,Sedan,1230000,Honda Civic
Toyota,Fortuner,2018,Diesel,Automatic,"40,000",2.4,SUV,1180000,Toyota Fortuner
Suzuki,Jimny,2017,Gasoline,Automatic,"50,000",1.3,SUV,710000,Suzuki Jimny
Chevrolet,Trailblazer,2018,Diesel,Automatic,"40,000",2.8,SUV,770000,Chevrolet Trailblazer
Mitsubishi,Montero,2016,Diesel,Automatic,"60,000",2.4,SUV,1050000,Mitsubishi Montero
Chevrolet,Trailblazer,2020,Diesel,Automatic,"40,000",2.8,SUV,905000,Chevrolet Trailblazer
Kia,Sportage,2014,Diesel,Automatic,"70,000",2.0,Crossover,530000,Kia Sportage
Toyota,Fortuner,2018,Diesel,Automatic,"120,000",2.4,SUV,1090000,Toyota Fortuner
Ford,Territory,2022,Gasoline,Automatic,"40,000",1.5,Crossover,930000,Ford Territory
Honda,Jazz,2018,Gasoline,Automatic,"40,000",1.5,Hatchback,720000,Honda Jazz
Ford,Everest,2018,Diesel,Automatic,"40,000",2.2,SUV,1080000,Ford Everest
Toyota,Corolla,2021,Gasoline,Automatic,"20,000",1.8,Crossover,1030000,Toyota Corolla
Subaru,BRZ,2014,Gasoline,Manual,"40,000",2.0,Coupe,1250000,Subaru BRZ
Suzuki,Celerio,2016,Gasoline,Automatic,"50,000",1.0,Hatchback,360000,Suzuki Celerio
MG,ZS,2022,Gasoline,Manual,"21,455",1.5,Crossover,600000,MG ZS
Chevrolet,Trax,2017,Gasoline,Automatic,"40,000",1.4,Crossover,505000,Chevrolet Trax
Nissan,Navara,2022,Diesel,Automatic,"20,000",2.5,Pickup,1090000,Nissan Navara
Jeep,Renegade,2017,Gasoline,Automatic,"20,000",1.4,SUV,920000,Jeep Renegade
Isuzu,MU-X,2015,Diesel,Automatic,"70,000",2.5,SUV,720000,Isuzu MU-X
Toyota,Fortuner,2018,Diesel,Automatic,"67,000",2.4,SUV,1298000,Toyota Fortuner
Toyota,Fortuner,2016,Diesel,Automatic,"70,000",2.4,SUV,1060000,Toyota Fortuner
Mercedes-Benz,CLA-Class,2023,Gasoline,Automatic,"3,500",1.3,Coupe,2700000,Mercedes-Benz CLA-Class
Toyota,Fortuner,2018,Diesel,Automatic,"92,500",2.4,SUV,1050000,Toyota Fortuner
Ford,Everest,2017,Diesel,Automatic,"50,000",2.2,SUV,940000,Ford Everest
Mazda,3,2017,Gasoline,Automatic,"60,000",1.5,Hatchback,540000,Mazda 3
Mitsubishi,Strada,2018,Diesel,Manual,"30,000",2.5,Pickup,725000,Mitsubishi Strada
Toyota,Fortuner,2016,Diesel,Automatic,"80,000",2.4,SUV,1040000,Toyota Fortuner
Ford,Everest,2018,Diesel,Automatic,"40,000",2.2,SUV,905000,Ford Everest
Ford,Everest,2018,Diesel,Automatic,"40,000",2.2,SUV,1020000,Ford Everest
Honda,Jazz,2017,Gasoline,Automatic,"50,000",1.5,Hatchback,660000,Honda Jazz
Mazda,CX-5,2015,Gasoline,Automatic,"70,000",2.0,Crossover,610000,Mazda CX-5
Mitsubishi,Xpander,2019,Gasoline,Automatic,"30,000",1.5,SUV,730000,Mitsubishi Xpander
Toyota,Wigo,2020,Gasoline,Automatic,"37,000",1.0,Hatchback,458000,Toyota Wigo
Toyota,Avanza,2019,Gasoline,Automatic,"37,000",1.3,MPV,638000,Toyota Avanza
Ford,Territory,2022,Gasoline,Automatic,"23,000",1.5,Crossover,918000,Ford Territory
Nissan,Terra,2019,Diesel,Automatic,"83,000",2.5,SUV,1068000,Nissan Terra
Toyota,Avanza,2014,Gasoline,Manual,"80,000",1.3,MPV,370000,Toyota Avanza
Mitsubishi,Mirage,2016,Gasoline,Automatic,"60,000",1.2,Hatchback,370000,Mitsubishi Mirage
Jeep,Renegade,2020,Gasoline,Automatic,"15,000",1.4,Crossover,990000,Jeep Renegade
Ford,EcoSport,2016,Gasoline,Automatic,"41,500",1.5,Crossover,340000,Ford EcoSport
Ford,Ranger,2020,Diesel,Automatic,"40,000",2.0,Pickup,905000,Ford Ranger
Mitsubishi,Mirage,2014,Gasoline,Automatic,"60,000",1.2,Sedan,335000,Mitsubishi Mirage
Mitsubishi,Montero,2014,Diesel,Automatic,"70,000",2.5,SUV,680000,Mitsubishi Montero
Nissan,Juke,2017,Gasoline,Automatic,"40,000",1.6,Crossover,515000,Nissan Juke
Mitsubishi,Mirage,2022,Gasoline,Automatic,"4,000",1.2,Sedan,598000,Mitsubishi Mirage
Chevrolet,Trailblazer,2014,Diesel,Automatic,"70,000",2.8,SUV,560000,Chevrolet Trailblazer
Toyota,Fortuner,2018,Diesel,Automatic,"60,000",2.4,SUV,1140000,Toyota Fortuner
Nissan,X-Trail,2018,Gasoline,CVT,"60,000",2.0,Crossover,840000,Nissan X-Trail
Mitsubishi,Xpander,2019,Gasoline,Automatic,"30,000",1.5,MPV,770000,Mitsubishi Xpander
Toyota,Innova,2017,Diesel,Automatic,"50,000",2.8,MPV,740000,Toyota Innova
Isuzu,mu-X,2017,Diesel,Automatic,"50,000",3.0,SUV,870000,Isuzu mu-X
Suzuki,Ertiga,2020,Gasoline,Automatic,"20,000",1.5,MPV,690000,Suzuki Ertiga
Ford,Everest,2019,Diesel,Automatic,"80,000",2.0,SUV,1190000,Ford Everest
Honda,Jazz,2018,Gasoline,CVT,"36,000",1.5,Hatchback,700000,Honda Jazz
Mitsubishi,Montero,2018,Diesel,Automatic,"70,000",2.4,SUV,1010000,Mitsubishi Montero
Honda,Mobilio,2016,Gasoline,Automatic,"50,000",1.5,MPV,560000,Honda Mobilio
Honda,City,2016,Gasoline,Automatic,"60,000",1.5,Sedan,530000,Honda City
Ford,Everest,2016,Diesel,Automatic,"50,000",2.2,SUV,755000,Ford Everest
Suzuki,Jimny,2022,Gasoline,Automatic,"60,000",1.5,SUV,1195000,Suzuki Jimny
Toyota,Fortuner,2019,Diesel,Automatic,"30,000",2.4,SUV,1230000,Toyota Fortuner
Honda,Mobilio,2017,Gasoline,Automatic,"40,000",1.5,AUV,590000,Honda Mobilio
Kia,Sorento,2015,Diesel,Automatic,"70,000",2.2,SUV,580000,Kia Sorento
Toyota,Fortuner,2020,Diesel,Automatic,"40,000",2.4,SUV,1270000,Toyota Fortuner
Hyundai,Tucson,2019,Diesel,Automatic,"50,000",2.0,Crossover,830000,Hyundai Tucson
Hyundai,Elantra,2016,Gasoline,Automatic,"40,000",2.0,Sedan,470000,Hyundai Elantra
Mitsubishi,Montero,2016,Diesel,Automatic,"60,000",2.4,SUV,880000,Mitsubishi Montero
Subaru,Forester,2019,Gasoline,Automatic,"11,000",2.0,Crossover,1098000,Subaru Forester
Ford,Everest,2017,Diesel,Automatic,"63,000",2.2,SUV,798000,Ford Everest
Toyota,Wigo,2021,Gasoline,Automatic,"19,000",1.0,Hatchback,538000,Toyota Wigo
Honda,City,2018,Diesel,Automatic,"37,000",1.5,Sedan,648000,Honda City
Subaru,BRZ,2023,Gasoline,Automatic,"1,950",2.4,Coupe,2190000,Subaru BRZ
Hyundai,Tucson,2019,Diesel,Automatic,"37,000",2.0,Crossover,858000,Hyundai Tucson
Toyota,Hilux,2016,Diesel,Automatic,"76,000",2.4,Pickup,918000,Toyota Hilux
Ford,Everest,2016,Diesel,Automatic,"56,000",2.2,SUV,778000,Ford Everest
Honda,City,2020,Gasoline,Automatic,"27,000",1.5,Sedan,668000,Honda City
Mazda,3,2020,Gasoline,Automatic,"10,000",2.0,Sedan,998000,Mazda 3
MG,ZS,2022,Gasoline,Automatic,"14,000",1.3,Crossover,748000,MG ZS
Ford,EcoSport,2019,Gasoline,Automatic,"41,000",1.5,Crossover,528000,Ford EcoSport
Honda,CR-V,2015,Gasoline,Automatic,"56,000",2.0,Crossover,638000,Honda CR-V
Volkswagen,Jetta,2016,Diesel,Automatic,"62,000",2.0,Sedan,478000,Volkswagen Jetta
Honda,HR-V,2015,Gasoline,Automatic,"49,000",1.8,Crossover,598000,Honda HR-V
Suzuki,Ertiga,2019,Gasoline,Manual,"43,000",1.5,MPV,548000,Suzuki Ertiga
Kia,Bongo,2020,Diesel,Manual,"142,000",2.9,Commercial,425000,Kia Bongo
Toyota,Wigo,2019,Gasoline,Automatic,"77,000",1.0,Hatchback,418000,Toyota Wigo
Ford,Explorer,2017,Gasoline,Automatic,"44,591",3.5,SUV,1250000,Ford Explorer
Toyota,Rush,2022,Gasoline,Automatic,"29,000",1.5,MPV,898000,Toyota Rush
Hyundai,H-100,2023,Diesel,Manual,"16,000",2.2,Commercial,898000,Hyundai H-100
Suzuki,Dzire,2023,Gasoline,Automatic,"6,000",1.2,Sedan,495000,Suzuki Dzire
Toyota,Avanza,2019,Gasoline,Manual,"52,000",1.5,MPV,629000,Toyota Avanza
Isuzu,Crosswind,2017,Diesel,Manual,"97,000",2.5,AUV,349000,Isuzu Crosswind
Toyota,Vios,2020,Gasoline,Automatic,"25,000",1.3,Sedan,519000,Toyota Vios
Mitsubishi,Xpander,2022,Gasoline,Automatic,"33,000",1.5,MPV,899000,Mitsubishi Xpander
Hyundai,Kona,2020,Gasoline,Automatic,"63,000",2.0,Crossover,619000,Hyundai Kona
Toyota,Avanza,2019,Gasoline,Automatic,"39,800",1.3,MPV,565000,Toyota Avanza
Ford,Ranger,2022,Diesel,Automatic,"21,000",2.0,Pickup,1890000,Ford Ranger
Mitsubishi,L300,2022,Diesel,Manual,"12,000",2.2,Commercial,768000,Mitsubishi L300
Subaru,XV,2013,Gasoline,Automatic,"32,000",2.0,SUV,528000,Subaru XV
Toyota,Rush,2019,Gasoline,Automatic,"41,000",1.5,MPV,758000,Toyota Rush
Audi,A6,2009,Diesel,Automatic,"26,000",3.0,Sedan,798000,Audi A6
Nissan,Terra,2019,Diesel,Automatic,"66,000",2.5,SUV,1118000,Nissan Terra
Mitsubishi,L300,2023,Diesel,Manual,"7,000",2.2,Commercial,750000,Mitsubishi L300
Mitsubishi,Montero,2017,Diesel,Automatic,"18,700",2.5,SUV,1075999,Mitsubishi Montero
Mazda,CX-9,2019,Gasoline,Automatic,"94,841",2.5,SUV,1099000,Mazda CX-9
Audi,Q7,2019,Diesel,Automatic,"101,000",3.0,SUV,2500000,Audi Q7
Mitsubishi,Mirage,2019,Gasoline,Automatic,"33,000",1.2,Sedan,488000,Mitsubishi Mirage
Nissan,Patrol,2016,Diesel,Automatic,"60,000",3.0,SUV,1600000,Nissan Patrol
Ford,Explorer,2014,Gasoline,Automatic,"90,000",2.0,SUV,700000,Ford Explorer
Hyundai,Tucson,2018,Diesel,Automatic,"46,726",2.0,Crossover,670000,Hyundai Tucson
Ford,Ranger,2014,Diesel,Manual,"74,000",2.2,Pickup,1000000,Ford Ranger
MG,HS,2022,Gasoline,Automatic,"18,000",1.5,Crossover,1100000,MG HS
Mitsubishi,Montero,2020,Diesel,Automatic,"27,000",2.4,SUV,1420000,Mitsubishi Montero
Toyota,Wigo,2022,Gasoline,Automatic,"3,850",1.0,Hatchback,500000,Toyota Wigo
MINI,Cooper,2005,Gasoline,Automatic,"68,000",1.6,Sedan,510000,MINI Cooper
Mitsubishi,Mirage,2023,Gasoline,Automatic,"5,400",1.2,Sedan,680000,Mitsubishi Mirage
Volkswagen,Santana,2019,Gasoline,Automatic,"26,300",1.5,Wagon,690000,Volkswagen Santana
Ford,Everest,2018,Diesel,Automatic,"100,000",2.2,SUV,950000,Ford Everest
Suzuki,Ertiga,2020,Gasoline,Automatic,"12,387",1.5,MPV,700000,Suzuki Ertiga
Mazda,3,2020,Gasoline,Automatic,"10,300",2.0,Hatchback,950000,Mazda 3
MG,RX5,2019,Gasoline,Automatic,"70,000",1.5,Crossover,629000,MG RX5
Hyundai,Tucson,2012,Gasoline,Manual,"88,600",2.0,SUV,330000,Hyundai Tucson
Toyota,86,2019,Gasoline,Automatic,"7,000",2.0,Coupe,1750000,Toyota 86
Toyota,Vios,2017,Gasoline,Manual,"85,000",1.3,Sedan,350000,Toyota Vios
Land,Range,2023,Diesel,Automatic,70,2.0,SUV,5600000,Land Range
Mazda,CX-5,2014,Gasoline,Automatic,"44,000",2.5,Crossover,750000,Mazda CX-5
Nissan,Navara,2018,Diesel,Automatic,"74,000",2.5,Pickup,950000,Nissan Navara
Ford,Ranger,2019,Diesel,Automatic,"26,000",2.0,Pickup,1460000,Ford Ranger
Toyota,Hilux,2013,Diesel,Automatic,"114,000",3.0,Pickup,830000,Toyota Hilux
Chery,Tiggo,2022,Gasoline,Automatic,"6,600",1.6,SUV,1550000,Chery Tiggo
Subaru,Forester,2010,Gasoline,Automatic,"99,000",2.0,SUV,340000,Subaru Forester
Maxus,V80,2020,Diesel,Manual,"2,800",2.5,Van,750000,Maxus V80
Honda,City,2016,Gasoline,Automatic,"68,000",1.5,Sedan,520000,Honda City
Toyota,Fortuner,2010,Gasoline,Automatic,"115,000",2.7,SUV,520000,Toyota Fortuner
Lexus,NX,2018,Gasoline,Automatic,"40,000",2.0,Crossover,2000000,Lexus NX
Toyota,Innova,2017,Diesel,Manual,"83,280",2.8,MPV,660000,Toyota Innova
BMW,520i,2022,Gasoline,Automatic,"4,500",2.0,Sedan,3850000,BMW 520i
Toyota,Wigo,2022,Gasoline,Automatic,"16,500",1.0,Hatchback,565000,Toyota Wigo
Mitsubishi,Xpander,2019,Gasoline,Automatic,"16,563",1.5,MPV,750000,Mitsubishi Xpander
Toyota,86,2013,Gasoline,Manual,"35,000",2.0,Coupe,2400000,Toyota 86
Suzuki,Ertiga,2020,Gasoline,Automatic,"12,400",1.5,MPV,788000,Suzuki Ertiga
Kia,Sportage,2017,Gasoline,Automatic,"38,971",2.0,Crossover,950000,Kia Sportage
Hyundai,Accent,2016,Diesel,Automatic,"105,000",1.6,Sedan,385000,Hyundai Accent
Mazda,CX-5,2012,Gasoline,Automatic,"48,000",2.0,SUV,520000,Mazda CX-5
Foton,Gratour,2019,Gasoline,Manual,"17,000",1.5,Minivan,350000,Foton Gratour
Nissan,Sentra,1990,Gasoline,Manual,"61,233 Km",1.6,Sedan,"₱45,000 ",Nissan Sentra
Suzuki,Celerio,2021,Gasoline,Cvt,"12,000 Km",1.0,Hatchback,"₱60,000 ",Suzuki Celerio
Nissan,Vanette,1994,Gasoline,Manual,"84,710 Km",2.0,Van,"₱70,000 ",Nissan Vanette
Nissan,Sentra,2000,Gasoline,Manual,"150,000 Km",1.6,Sedan,"₱70,000 ",Nissan Sentra
Mazda,3,1997,Gasoline,Automatic,"90,000 Km",2.0,Sedan,"₱75,000 ",Mazda 3
Tata,Indigo,2016,Diesel,Manual,"109,000 Km",1.4,Sedan,"₱75,000 ",Tata Indigo
Mitsubishi,Lancer,1997,Gasoline,Automatic,"200,000 Km",1.6,Sedan,"₱75,000 ",Mitsubishi Lancer
Honda,Civic,1993,Gasoline,Manual,"10,000 Km",1.6,Sedan,"₱80,000 ",Honda Civic
Honda,Civic,1994,Gasoline,Cvt,"50,000 Km",1.498,Sedan,"₱90,000 ",Honda Civic
Nissan,Sentra,2010,Gasoline,Manual,"300,000 Km",1.3,Sedan,"₱100,000 ",Nissan Sentra
Toyota,RAV,1994,Gasoline,Automatic,"70,000 Km",2.5,Suv,"₱100,000 ",Toyota RAV
Toyota,Corona,1993,Gasoline,Manual,"120,000 Km",2.0,Sedan,"₱115,000 ",Toyota Corona
Ford,Focus,2005,Gasoline,Automatic,"100,000 Km",1.8,Sedan,"₱120,000 ",Ford Focus
Toyota,Corolla,1997,Gasoline,Automatic,"80,000 Km",1.6,Sedan,"₱130,000 ",Toyota Corolla
Honda,Civic,2000,Gasoline,Cvt,"120,000 Km",1.799,Sedan,"₱135,000 ",Honda Civic
Hyundai,Reina,2020,Gasoline,Automatic,"30,000 Km",1.368,Sedan,"₱146,077 ",Hyundai Reina
Honda,City,2006,Gasoline,Cvt,150 Km,1.498,Hatchback,"₱150,000 ",Honda City
Toyota,Rush,2019,Gasoline,Automatic,"90,000 Km",1.496,Suv,"₱810,000 ",Toyota Rush
Isuzu,mu-X,2015,Diesel,Automatic,"60,000 Km",2.999,Suv,"₱810,000 ",Isuzu mu-X
Toyota,Rush,2019,Gasoline,Automatic,"35,000 Km",1.496,Suv,"₱815,000 ",Toyota Rush
Isuzu,mu-X,2016,Diesel,Automatic,"51,000 Km",2.999,Suv,"₱818,000 ",Isuzu mu-X
Toyota,Innova,2016,Diesel,Automatic,"60,000 Km",2.5,Mpv,"₱820,000 ",Toyota Innova
Isuzu,mu-X,2016,Diesel,Automatic,"120,000 Km",2.999,Suv,"₱820,000 ",Isuzu mu-X
Ford,Everest,2018,Diesel,Manual,"45,000 Km",2.199,Suv,"₱825,000 ",Ford Everest
Mitsubishi,Xpander,2019,Gasoline,Automatic,"7,000 Km",1.499,Mpv,"₱828,000 ",Mitsubishi Xpander
Chevrolet,Trailblazer,2016,Diesel,Automatic,"32,000 Km",2.776,Suv,"₱828,000 ",Chevrolet Trailblazer
Nissan,Urvan,2018,Diesel,Manual,"30,000 Km",2.663,Van,"₱828,000 ",Nissan Urvan
Mitsubishi,Xpander,2019,Gasoline,Automatic,1 Km,1.499,Mpv,"₱828,000 ",Mitsubishi Xpander
Mitsubishi,Xpander,2019,Gasoline,Automatic,"14,000 Km",1.499,Mpv,"₱828,000 ",Mitsubishi Xpander
Mitsubishi,Xpander,2019,Gasoline,Automatic,"15,000 Km",1.499,Mpv,"₱828,000 ",Mitsubishi Xpander
Foton,View,2021,Diesel,Manual,"4,000 Km",2.8,Van,"₱828,000 ",Foton View
Nissan,NV350,2018,Diesel,Manual,"30,000 Km",2.488,Minivans,"₱828,000 ",Nissan NV350
Isuzu,mu-X,2015,Diesel,Automatic,"62,000 Km",2.999,Suv,"₱828,000 ",Isuzu mu-X
Honda,BR-V,2017,Gasoline,Automatic,"10,000 Km",1.5,Suv,"₱830,000 ",Honda BR-V
Toyota,Rush,2018,Gasoline,Automatic,"46,000 Km",1.496,Suv,"₱830,000 ",Toyota Rush
Mitsubishi,Montero,2017,Diesel,Manual,"70,000 Km",2.442,Suv,"₱830,000 ",Mitsubishi Montero
Ford,Everest,2016,Diesel,Automatic,1 Km,2.2,Suv,"₱830,000 ",Ford Everest
Toyota,Rush,2018,Gasoline,Automatic,"300,001 Km",1.496,Suv,"₱830,000 ",Toyota Rush
Nissan,NV350,2018,Diesel,Manual,"40,000 Km",2.488,Minivans,"₱830,000 ",Nissan NV350
Nissan,NP300,2019,Diesel,Automatic,"60,000 Km",2.5,Pickup-trucks,"₱830,000 ",Nissan NP300
Honda,BR-V,2019,Gasoline,Automatic,"15,000 Km",1.5,Suv,"₱838,000 ",Honda BR-V
Chevrolet,Colorado,2019,Diesel,Manual,1 Km,2.5,Pickup-trucks,"₱838,000 ",Chevrolet Colorado
Ford,Ranger,2020,Diesel,Manual,"30,000 Km",2.0,Pickup-trucks,"₱838,000 ",Ford Ranger
Chevrolet,Trailblazer,2018,Diesel,Automatic,"90,000 Km",2.776,Suv,"₱840,000 ",Chevrolet Trailblazer
Ford,Territory,2021,Gasoline,Cvt,"45,000 Km",1.49,Crossover,"₱840,000 ",Ford Territory
